x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.92456270529675,1.862479419782544,1.84356617938846,1.9515883141037789,0.530411477493278,0.6223904057078575,0.6453489639784021,0.5438487839479947,-0.11494222352973951,-0.06400903124590888
0.4851105095880183,0.5576563241923457,0.4065246145282318,0.39522779643781025,0.9329320670408273,0.9257847152668854,0.9345244934515657,0.8531702718109193,0.6101563711267535,0.6420451520472049
1.0293923336166244,1.0488506038070151,0.9425058846241682,1.0422385211532126,-0.5696562554174319,-0.3917710394716704,-0.4528376412440552,-0.3493743712167101,-0.6900893862933771,-0.8031254181937265
2.326922335678895,2.3752154941084944,2.272682666002217,2.3046209165126195,0.03683813173744497,0.18509137768617426,0.030423256262256466,0.10206876821243592,-0.6278559717600581,-0.6842969012454249
1.8627431182009222,1.827536732929667,1.8348873044213865,2.0161067960579415,0.20280182124348406,0.11244114637635241,0.196618181251589,0.2072805250439139,-0.3825486725623307,-0.32560948331650447
-0.9643422312849439,-0.9012528430099623,-0.889707697255023,-0.9597112704569538,0.2850681686596059,0.15037209147836322,0.29496386295205085,0.12589595773198906,0.4711245045599956,0.5292503494894727
1.0122889800665873,1.0056299010979093,1.1521123025916364,0.9299881152067108,0.5300296540846761,0.46367619621762524,0.3711158127165371,0.5980839611978676,0.2540107740665429,0.2099267134958772
-0.10022165216743723,-0.06347385042411302,-0.045935997863836876,-0.2066248292965133,-1.8961208196353152,-1.9744043908869686,-1.787924418837555,-1.8061327074900329,-1.839119303839937,-1.8019055870867449
-0.1483167600995959,-0.008754320317965724,-0.07395793091062912,-0.057358002899152535,-0.1616516085561745,-0.13055891779266085,-0.07223422358283331,-0.0826481647734432,0.02470026323636147,-0.03607119697518733
0.4813537956018536,0.3249907043044044,0.46169931412437576,0.5359316700796847,0.2286942195029571,0.24152692983796592,0.2120907779394167,0.1920889365997324,0.09776568027956486,0.09689022136867396
0.20904309198158438,0.16324471450513392,0.2602904851620498,0.18215633825460756,-1.1085968105275212,-1.0261378332502211,-1.0363576702142419,-1.0719447600402645,-1.0617603496726522,-1.099400429489838
1.4944831870789357,1.473409364892329,1.4773428433541536,1.5639511862860178,1.7602256151058013,1.769843752515054,1.7012017935822734,1.6275043383840344,0.9782467227828741,1.058425558908109
0.8163822440308245,0.8218746254857426,0.821884819696296,0.8108169292481352,0.28350131177699334,0.16254788154133976,0.005092307112871105,0.22803328462578368,-0.03668089123544222,-0.04214387007082693
0.08180526424295025,0.051848439067497164,0.040957434875384946,0.12391113707425438,1.6348579223807718,1.6010941020082283,1.56427134905673,1.5945719738354371,1.4749562322931542,1.5842998022319406
0.4076955472983797,0.42774781410246915,0.42814429078943894,0.5669438664251719,-0.8929314095132913,-0.8104006546959496,-0.7848385950634416,-0.8321157138802595,-0.9080699837296662,-0.9147057855453244
0.3921460564117913,0.44055997470443986,0.34944935160308055,0.25152164023042356,-0.9092180545431334,-0.8896919145723895,-0.8767236632068485,-0.8612026134551833,-1.005617088551382,-1.0270496586533584
1.517465678778927,1.5638609526633718,1.5907176522699606,1.525439097592089,0.16754930211693056,0.13521621070608034,0.1569373211688929,0.16793508939309607,-0.18973675308054028,-0.19410428920361936
-0.16119153628237426,-0.22774667779549726,-0.20552737906893603,-0.1527415989528663,-1.7621868865942234,-1.8273585623937876,-1.758983950777376,-1.7715211939813356,-1.5448822491706953,-1.5421444633536483
0.4131515422922212,0.34528699757184156,0.39899734894999106,0.30415392848592854,0.21765648903798884,0.19932980101356676,0.12640389653040565,0.19750633748390287,0.040409076019140865,-0.009646240967910454
-0.8267817115868856,-0.7536113244607383,-0.8034805312341243,-0.8010930895840189,0.16228988501328054,0.05747156228244631,0.08302010127358445,0.1431986709530365,0.3521893223476296,0.43920053201288634
-2.7005482294769485,-2.6441123611070902,-2.417030659967994,-2.482991266109507,1.0413447122416188,1.0734616480970158,1.0935212766160325,1.1198064917527644,1.6055582207986523,1.6070708230771924
0.6986118403130633,0.691790952250297,0.6420445095155852,0.6966764084377153,0.7463010651269508,0.6283071545886679,0.6982754622028586,0.7600060267490591,0.5105833447095104,0.3396978034678469
0.8920973646776637,0.9036774996630179,0.7987163963819576,0.9006746832062564,-0.43873415766101154,-0.4998555387505016,-0.4727286985607968,-0.4041822627184696,-0.7671688868776768,-0.7885575010612866
